"CITY","STABBR","ACCREDAGENCY","SCH_DEG","HCM2","PREDDEG","HIGHDEG","CONTROL","REGION","LOCALE","LATITUDE","LONGITUDE","CCBASIC","CCUGPROF","CCSIZSET","HBCU","PBI","ANNHI","TRIBAL","AANAPII","HSI","NANTI","MENONLY","WOMENONLY","RELAFFIL","ADM_RATE","SATVR25","SATVR75","SATMT25","SATMT75","SATWR25","SATWR75","SATVRMID","SATMTMID","SATWRMID","ACTCM25","ACTCM75","ACTEN25","ACTEN75","ACTMT25","ACTMT75","ACTWR25","ACTWR75","ACTCMMID","ACTENMID","ACTMTMID","ACTWRMID","SAT_AVG"
"Irving","TX","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,6,"12",1240,6343,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt. Kisco","NY","Accrediting Council for Continuing Education & Training","1",1,1,1,3,2,"21",4909,2001,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester","NH","Accrediting Council for Continuing Education & Training","1",0,1,1,3,1,"12",5931,1763,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Upper Darby","PA","Accrediting Council for Independent Colleges and Schools","1",0,1,1,3,2,"21",3948,2506,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stratford","CT",NA,NA,0,1,1,1,1,"13",4891,1930,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,1114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Antonio","TX",NA,"3",1,2,3,3,6,"11",546,6583,"14","11","6",NA,NA,NA,NA,NA,"NU",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wall","NJ",NA,"1",0,1,1,3,2,"21",4097,2283,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manat­","PR","Middle States Commission on Higher Education","1",0,1,2,3,9,"21",120,1532,"10","3","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lakeland","FL","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,5,"12",429,3852,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baton Rouge","LA",NA,"1",0,1,2,3,5,"12",799,5536,"10","3","2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lake Mary","FL","Accrediting Commission of Career Schools and Colleges","1",0,3,3,2,5,"21",486,3665,"22","10","6","0","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jacksonville","NC","Accrediting Council for Independent Colleges and Schools","1",0,1,2,3,5,"13",2029,2908,"10","3","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Augusta","GA","Accrediting Council for Independent Colleges and Schools","1",0,1,2,3,5,"12",1369,3881,"10","3","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Conway","SC","Accrediting Council for Independent Colleges and Schools","1",0,1,2,3,5,"22",1533,3115,"10","3","2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macon","GA",NA,"1",0,1,2,3,5,"12",1170,4221,"10","3","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spartanburg","SC",NA,"1",0,1,2,3,5,"22",2073,3868,"10","3","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arlington","VA","Higher Learning Commission","3",0,3,3,3,5,"12",3350,2843,"26","5","6","0","0","0","0","0","0","0","0","0",NA,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boise","ID","Accrediting Commission of Career Schools and Colleges","2",0,2,3,2,7,"12",6104,518,"23","10","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richmond","VA",NA,"1",0,1,2,3,5,"21",2895,2931,"10","3","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dallas","TX","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,6,"11",1254,6294,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orlando","FL","Accrediting Council for Continuing Education & Training","1",0,2,3,3,5,"21",457,3682,"26","10","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York","NY","Accrediting Bureau of Health Education Schools","2",0,2,2,3,2,"11",4470,2237,"10","4","2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colorado Springs","CO",NA,"1",0,1,1,3,7,"11",3369,84,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hartford","CT","New England Commission on Higher Education",NA,0,3,4,1,1,"12",5251,1873,"-2","-2","-2","0","0","0","0","1","0","0","0","0",NA,1563,58,54,47,46,NA,NA,85,79,NA,9,12,11,13,8,12,NA,NA,9,12,11,NA,101
"Salt Lake City","UT","Accrediting Commission of Career Schools and Colleges","2",0,2,4,2,7,"21",4917,392,"19","10","12","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tulsa","OK","Higher Learning Commission","2",0,2,3,3,6,"11",2469,6164,"23","5","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Centennial","CO","Higher Learning Commission","2",0,2,3,3,7,"21",3688,125,"23","5","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lee's Summit","MO",NA,"2",0,2,3,3,4,"23",3402,5927,"23","5","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colorado Springs","CO","Higher Learning Commission","2",0,2,3,3,7,"11",3346,79,"23","5","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chicopee","MA",NA,"1",0,1,2,3,1,"21",5492,1840,"10","2","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Louis","MO","Higher Learning Commission","3",0,3,3,3,4,"21",3293,5455,"26","5","6","0","0","0","0","0","0","0","0","0",NA,573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Houston","TX","Higher Learning Commission","3",0,3,3,3,6,"11",637,6119,"26","5","6","0","0","0","0","0","0","0","0","0",NA,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mattydale","NY","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,2,"21",6011,2655,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pomona","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","1",0,2,2,3,8,"21",1758,697,"10","2","1","0","0","0","0","0","0","0","0","0",NA,1145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atlanta","GA",NA,"1",0,1,1,2,5,"11",1466,4448,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Columbia","SC","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,5,"12",1692,3591,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Charleston","SC","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,5,"12",1208,3262,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greenville","SC","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,5,"21",2047,3975,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atlanta","GA","Southern Association of Colleges and Schools Commission on Colleges","3",0,4,4,3,5,"12",1646,4384,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Novi","MI","Southern Association of Colleges and Schools Commission on Colleges","3",0,3,4,3,3,"13",5705,4183,"26","7","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Springfield","OR","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,8,"22",6190,1374,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tualatin","OR","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,8,"21",6360,1347,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrisville","NC",NA,"2",0,2,2,3,5,"41",2406,3075,"12","3","1","0","0","0","0","0","0","0","0","0",NA,1627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Louisville","KY","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,5,"11",3110,4640,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami Beach","FL",NA,"1",0,1,1,3,5,"13",208,3320,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Soledad","CA","Council on Occupational Education","1",0,1,1,2,8,"32",2645,1073,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Marcos","CA","Accrediting Council for Continuing Education & Training","1",0,1,1,3,8,"21",1276,577,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Houston","TX",NA,"1",0,1,1,3,6,"11",606,6101,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metairie","LA","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,5,"12",677,5393,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anaheim","CA","Accrediting Council for Continuing Education & Training","1",0,1,1,3,8,"11",1579,744,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Andover","MA","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,1,"21",5817,1690,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Las Vegas","NV",NA,"1",0,1,1,3,8,"12",2466,491,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tempe","AZ",NA,"1",0,1,1,3,6,"12",1316,377,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phoenix","AZ",NA,"1",0,1,1,3,6,"11",1419,423,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Westminster","CO",NA,"1",0,1,1,3,7,"21",3853,146,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aurora","CO",NA,"1",0,1,1,3,7,"11",3745,104,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manati","PR","Accrediting Bureau of Health Education Schools","1",0,2,2,2,9,"21",124,1528,"26","10","6","0","0","0","0","0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"York","PA",NA,"1",0,1,1,3,2,"22",4052,2779,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phoenix","AZ","Council on Occupational Education","1",0,1,1,3,6,"11",1439,416,"10","10","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tulsa","OK","Accrediting Council for Independent Colleges and Schools","1",0,1,1,2,6,"11",2504,6162,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moline","IL","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,3,"13",5068,5470,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alexandria","LA","Council on Occupational Education","1",0,1,1,3,5,"13",876,5696,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lake Charles","LA","Council on Occupational Education","1",0,1,1,3,5,"13",713,5768,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Los Angeles","CA","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,8,"11",1753,917,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Riverside","CA","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,8,"11",1675,639,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lawrence","KS","Accrediting Bureau of Health Education Schools","1",0,1,1,3,4,"13",3443,6038,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Victoria","TX","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,6,"13",487,6338,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chicago","IL","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,3,"11",5409,4983,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Dimas","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3",0,3,4,2,8,"21",1828,700,"20","5","9","0","0","0","0","0","1","0","0","0","88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phoenix","AZ","Accrediting Commission of Career Schools and Colleges","2",0,2,3,2,6,"11",1415,417,"26","10","6","0","0","0","0","0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho Falls","ID","Accrediting Commission of Career Schools and Colleges","2",0,2,3,2,7,"41",6082,399,"26","10","6","0","0","0","0","0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phoenix","AZ","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,6,"11",1443,402,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Layton","UT","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,7,"21",4835,390,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boynton Beach","FL",NA,"1",0,1,1,3,5,"21",328,3280,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apopka","FL",NA,"1",0,1,1,3,5,"21",481,3706,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Essington","PA","Accrediting Commission of Career Schools and Colleges","1",0,1,2,3,2,"21",3858,2515,"10","4","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lawrenceville","NJ","Accrediting Bureau of Health Education Schools","1",0,1,1,3,2,"21",4152,2396,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macon","GA","Accrediting Council for Independent Colleges and Schools","2",0,2,2,3,5,"12",1218,4225,"10","3","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Campbell","CA","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,8,"21",2838,1135,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Savannah","GA","Southern Association of Colleges and Schools Commission on Colleges","3",0,3,4,3,5,"12",936,3609,"26","5","12","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montgomery","AL","Accrediting Bureau of Health Education Schools","1",0,1,2,3,5,"12",1002,4722,"10","4","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roanoke","VA",NA,"1",0,1,2,3,5,"22",2815,3241,"10","3","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spokane","WA","Northwest Commission on Colleges and Universities","3",0,3,3,2,8,"21",6591,649,"22","5","6","0","0","0","0","0","0","0","0","0","103",637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Santa Barbara","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3",0,4,4,2,8,"13",1957,992,"31","0","18","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oklahoma City","OK",NA,"1",0,1,1,3,6,"21",2274,6431,"-2","-2","-2",NA,NA,NA,NA,NA,"NU",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Springfield","MA","New England Commission on Higher Education","3",0,3,4,2,1,"12",5468,1842,"32","0","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Van Nuys","CA","Accrediting Bureau of Health Education Schools","1",0,1,1,3,8,"11",1869,921,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Las Vegas","NV","Council on Occupational Education","1",1,1,1,3,8,"11",2560,494,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Savannah","GA",NA,"1",0,1,2,3,5,"12",934,3626,"10","3","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Columbus","GA",NA,"1",0,2,2,3,5,"12",1055,4537,"8","3","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Geneva","NY","Middle States Commission on Higher Education",NA,0,2,2,2,2,"32",5872,2814,"10","1","1","0","0","0","0","0","0","0","0","0",NA,1627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ridgeland","MS","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,5,"21",1007,5398,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hollywood","FL","Accrediting Bureau of Health Education Schools","2",0,2,2,2,5,"21",265,3368,"10","3","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arlington","TX","Council on Occupational Education","1",0,1,1,3,6,"11",1087,6367,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fort Myers","FL","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,5,"41",327,3814,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
