"CITY","STABBR","ACCREDAGENCY","SCH_DEG","LOCALE","CCBASIC","CCUGPROF","CCSIZSET","HBCU","PBI","ANNHI","TRIBAL","AANAPII","HSI","NANTI","MENONLY","WOMENONLY","HCM2","PREDDEG","HIGHDEG","CONTROL","REGION","LATITUDE","LONGITUDE"
"Pittsburgh","PA","Commission on Accrediting of the Association of Theological Schools","3","11","24","0","18","0","0","0","0","0","0","0","0","0",0,4,4,2,2,4242,3207
"Philadelphia","PA","Accrediting Commission of Career Schools and Colleges","2","11","32","10","7","0","0","0","0","0","0","0","0","0",0,2,3,3,2,3939,2491
"Moon Township","PA","Middle States Commission on Higher Education","3","21","17","13","13","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4294,3364
"Pittsburgh","PA","Accrediting Commission of Career Schools and Colleges","2","21","11","4","1","0","0","0","0","0","0","0","0","0",0,2,2,2,2,4248,3298
"Rosemont","PA","Middle States Commission on Higher Education","3","21","19","11","8","0","0","0","0","0","0","0","0","0",0,3,4,2,2,3996,2523
"Loretto","PA","Middle States Commission on Higher Education","3","31","18","13","11","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4283,3037
"Philadelphia","PA","Middle States Commission on Higher Education","3","11","18","14","14","0","0","0","0","0","0","0","0","0",0,3,4,2,2,3972,2502
"Latrobe","PA","Middle States Commission on Higher Education","3","21","21","12","11","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4172,3149
"Frackville","PA","Pennsylvania State Board of Vocational Education","1","41","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,4627,2677
"Scranton","PA","Middle States Commission on Higher Education","3","13","18","14","14","0","0","0","0","0","0","0","0","0",0,3,4,2,2,5018,2586
"Greensburg","PA","Middle States Commission on Higher Education","3","21","19","12","11","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4183,3164
"Pittsburgh","PA","Accreditation Commission for Education in Nursing","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,2,2,4249,3219
"Sharon","PA","Accreditation Commission for Education in Nursing","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,4916,3497
"Sharon","PA","Accrediting Commission of Career Schools and Colleges","1","21","8","3","1","0","0","0","0","0","0","0","0","0",0,1,2,3,2,4914,3499
"Shippensburg","PA","Middle States Commission on Higher Education","3","31","18","12","13","0","0","0","0","0","0","0","0","0",0,3,4,1,2,4018,2929
"Slippery Rock","PA","Middle States Commission on Higher Education","3","32","18","13","13","0","0","0","0","0","0","0","0","0",0,3,4,1,2,4823,3273
"Wynnewood","PA","Middle States Commission on Higher Education","1","21","24","6","7","0","0","0","0","0","0","0","1","0",0,1,4,2,2,3969,2504
"Pittsburgh","PA","National Accrediting Commission of Career Arts and Sciences","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,4213,3271
"State College","PA","Accrediting Commission of Career Schools and Colleges","2","13","1","3","1","0","0","0","0","0","0","0","0","0",0,2,2,3,2,4624,2978
"Bethlehem","PA","Accreditation Commission for Education in Nursing","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,2,2,4356,2542
"Stroudsburg","PA","National Accrediting Commission of Career Arts and Sciences","1","23","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,4789,2498
"Selinsgrove","PA","Middle States Commission on Higher Education","3","32","21","12","11","0","0","0","0","0","0","0","0","0",0,3,3,2,2,4648,2797
"Swarthmore","PA","Middle States Commission on Higher Education","3","21","21","14","11","0","0","0","0","0","0","0","0","0",0,3,3,2,2,3878,2528
"Lancaster","PA","Middle States Commission on Higher Education","2","13","7","4","2","0","0","0","0","0","0","0","0","0",0,2,2,1,2,4001,2692
"Philadelphia","PA","Association of Advanced Rabbinical and Talmudic Schools","3","11","24","10","8","0","0","0","0","0","0","0","1","0",0,3,3,2,2,3968,2503
"Philadelphia","PA","Middle States Commission on Higher Education","3","11","15","13","15","0","0","0","0","0","0","0","0","0",0,3,4,1,2,3961,2462
"Greenville","PA","Middle States Commission on Higher Education","3","31","22","10","8","0","0","0","0","0","0","0","0","0",0,3,3,2,2,5023,3480
"Philadelphia","PA","Middle States Commission on Higher Education","3","11","16","15","14","0","0","0","0","0","0","0","0","0",0,3,4,2,2,3924,2464
"Erie","PA","Accrediting Council for Independent Colleges and Schools","1","22","7","4","1","0","0","0","0","0","0","0","0","0",0,1,2,3,2,5436,3358
"Erie","PA","Accrediting Commission of Career Schools and Colleges","2","13","11","4","1","0","0","0","0","0","0","0","0","0",0,2,2,3,2,5474,3294
"Pittsburgh","PA","Accrediting Commission of Career Schools and Colleges","2","11","8","4","1","0","0","0","0","0","0","0","0","0",0,2,2,3,2,4255,3255
"Greensburg","PA","Accrediting Commission of Career Schools and Colleges","2","21","11","4","1","0","0","0","0","0","0","0","0","0",0,2,2,3,2,4180,3163
"Falls Creek","PA","Accrediting Commission of Career Schools and Colleges","2","41","7","4","1","0","0","0","0","0","0","0","0","0",0,2,2,3,2,4883,3064
"Collegeville","PA","Middle States Commission on Higher Education","3","21","21","14","11","0","0","0","0","0","0","0","0","0",0,3,3,2,2,4118,2551
"Phoenixville","PA","Middle States Commission on Higher Education","3","21","22","15","8","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4082,2565
"Wayne","PA","Middle States Commission on Higher Education","2","21","1","4","1","0","0","0","0","0","0","0","0","0",0,2,2,2,2,4015,2538
"Sharon Hill","PA","National Accrediting Commission of Career Arts and Sciences","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,3882,2509
"Villanova","PA","Middle States Commission on Higher Education","3","21","16","14","14","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4004,2526
"Washington","PA","Accreditation Commission for Education in Nursing","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,2,2,4114,3386
"Washington","PA","Middle States Commission on Higher Education","3","21","21","14","11","0","0","0","0","0","0","0","0","0",0,3,3,2,2,4109,3383
"Waynesburg","PA","Middle States Commission on Higher Education","3","32","19","12","11","0","0","0","0","0","0","0","0","0",0,3,4,2,2,3875,3342
"Allentown","PA","Accrediting Commission of Career Schools and Colleges","1","12","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,4383,2549
"West Chester","PA","Middle States Commission on Higher Education","3","21","18","13","16","0","0","0","0","0","0","0","0","0",0,3,4,1,2,3936,2572
"Pittsburgh","PA","Accreditation Commission for Education in Nursing","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,2,2,4256,3226
"Pittsburgh","PA","Accrediting Council for Independent Colleges and Schools","2","11","10","2","1","0","0","0","0","0","0","0","0","0",0,2,2,3,2,4234,3248
"New Wilmington","PA","Middle States Commission on Higher Education","3","31","21","12","11","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4862,3452
"Glenside","PA","Middle States Commission on Higher Education","3","21","24","0","18","0","0","0","0","0","0","0","0","0",0,4,4,2,2,4066,2483
"Youngwood","PA","Middle States Commission on Higher Education","2","41","8","2","3","0","0","0","0","0","0","0","0","0",0,2,2,1,2,4136,3165
"Chester","PA","Middle States Commission on Higher Education","3","21","17","12","14","0","0","0","0","0","0","0","0","0",0,3,4,2,2,3857,2529
"Wilkes-Barre","PA","Middle States Commission on Higher Education","3","13","17","13","13","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4928,2611
"Chambersburg","PA","Middle States Commission on Higher Education","3","13","20","7","7","0","0","0","0","0","0","0","0","0",0,3,4,2,2,3928,2958
"Scranton","PA","Association of Advanced Rabbinical and Talmudic Schools","3","13","24","11","8","0","0","0","0","0","0","0","1","0",0,3,3,2,2,5010,2585
"York","PA","Middle States Commission on Higher Education","3","22","20","12","14","0","0","0","0","0","0","0","0","0",0,3,4,2,2,3919,2769
"York","PA","Accrediting Commission of Career Schools and Colleges","2","22","7","4","2","0","0","0","0","0","0","0","0","0",0,2,2,3,2,3970,2756
"Providence","RI","New England Commission on Higher Education","3","12","15","14","14","0","0","0","0","0","0","0","0","0",0,3,4,2,1,5291,1744
"Smithfield","RI","New England Commission on Higher Education","3","21","19","12","14","0","0","0","0","0","0","0","0","0",0,3,4,2,1,5368,1784
"Providence","RI","New England Commission on Higher Education","3","12","18","10","14","0","0","0","0","0","0","0","0","0",0,3,4,2,1,5286,1747
"East Greenwich","RI","New England Commission on Higher Education","2","21","23","10","9","0","0","0","0","0","0","0","0","0",0,2,4,2,1,5174,1777
"Pawtucket","RI","Accrediting Commission of Career Schools and Colleges","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,1,5331,1745
"Providence","RI","New England Commission on Higher Education","3","12","18","14","14","0","0","0","0","0","0","0","0","0",0,3,4,2,1,5302,1752
"Providence","RI","New England Commission on Higher Education","3","21","18","7","12","0","0","0","0","0","0","0","0","0",0,3,4,1,1,5301,1762
"Warwick","RI","New England Commission on Higher Education","2","13","4","1","4","0","0","0","0","0","0","0","0","0",0,2,2,1,1,5212,1773
"Kingston","RI","New England Commission on Higher Education","3","21","16","12","16","0","0","0","0","0","0","0","0","0",0,3,4,1,1,5064,1782
"Providence","RI","New England Commission on Higher Education","3","12","30","14","11","0","0","0","0","0","0","0","0","0",0,3,4,2,1,5290,1746
"Bristol","RI","New England Commission on Higher Education","3","21","19","10","14","0","0","0","0","0","0","0","0","0",0,3,4,2,1,5165,1725
"Newport","RI","New England Commission on Higher Education","3","21","18","12","11","0","0","0","0","0","0","0","0","0",0,3,4,2,1,5053,1731
"North Providence","RI","Accreditation Commission for Education in Nursing","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,1,5307,1760
"Haverhill","MA","Association for Bibical Higher Educaiton","3","21","24","11","8","0","0","0","0","0","0","0","0","0",0,3,4,2,1,5834,1666
"Graniteville","SC","Southern Association of Colleges and Schools Commission on Colleges","1","41","4","1","2","0","0","0","0","0","0","0","0","0",0,1,2,1,5,1387,3826
"Columbia","SC","Southern Association of Colleges and Schools Commission on Colleges","3","12","21","11","8","1","0","0","0","0","0","0","0","0",0,3,3,2,5,1699,3584
"Anderson","SC","Southern Association of Colleges and Schools Commission on Colleges","3","13","19","12","14","0","0","0","0","0","0","0","0","0",0,3,4,2,5,1969,4016
"Charleston","SC","Southern Association of Colleges and Schools Commission on Colleges","3","12","19","13","13","0","0","0","0","0","0","0","0","0",0,3,4,2,5,1253,3284
"Beaufort","SC","Southern Association of Colleges and Schools Commission on Colleges","2","32","7","1","2","0","0","0","0","0","0","0","0","0",0,2,2,1,5,1012,3521
"Columbia","SC","Southern Association of Colleges and Schools Commission on Colleges","3","12","22","10","11","1","0","0","0","0","0","0","0","0",0,3,3,2,5,1701,3585
"Greenville","SC","Transnational Association of Christian Colleges and Schools","3","13","20","12","11","0","0","0","0","0","0","0","0","0",0,3,4,3,5,2059,3928
"Central","SC","Southern Association of Colleges and Schools Commission on Colleges","3","21","18","9","10","0","0","0","0","0","0","0","0","0",0,3,4,2,5,2013,4044
"Charleston","SC","Council on Occupational Education","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,5,1228,3303
"Charleston","SC","Southern Association of Colleges and Schools Commission on Colleges","3","12","18","15","13","0","0","0","0","0","0","0","0","0",0,3,4,1,5,1152,3221
"Greenwood","SC","Council on Occupational Education","1","32","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,5,1902,3888
"Cheraw","SC","Southern Association of Colleges and Schools Commission on Colleges","1","41","8","1","2","0","1","0","0","0","0","0","0","0",0,1,2,1,5,2004,3218
"Charleston","SC","Southern Association of Colleges and Schools Commission on Colleges","3","12","18","12","14","0","0","0","0","0","0","0","0","0",0,3,4,1,5,1161,3235
"Orangeburg","SC","Southern Association of Colleges and Schools Commission on Colleges","3","32","22","10","11","1","0","0","0","0","0","0","0","0",0,3,4,2,5,1372,3558
"Clemson","SC","Southern Association of Colleges and Schools Commission on Colleges","3","21","15","15","16","0","0","0","0","0","0","0","0","0",0,3,4,1,5,1998,4050
"Rock Hill","SC","Transnational Association of Christian Colleges and Schools","2","13","23","11","8","1","0","0","0","0","0","0","0","0",0,2,3,2,5,2064,3593
"Hartsville","SC","Southern Association of Colleges and Schools Commission on Colleges","3","32","20","11","11","0","0","0","0","0","0","0","0","0",0,3,4,2,5,1944,3283
"Columbia","SC","Southern Association of Colleges and Schools Commission on Colleges","3","12","20","11","8","0","0","0","0","0","0","0","0","0",0,3,4,2,5,1782,3598
"Columbia","SC","Southern Association of Colleges and Schools Commission on Colleges","3","12","20","5","10","0","0","0","0","0","0","0","0","0",0,3,4,2,5,1727,3587
"Spartanburg","SC","Southern Association of Colleges and Schools Commission on Colleges","3","13","20","13","11","0","0","0","0","0","0","0","0","1",0,3,4,2,5,2081,3844
"Denmark","SC","Southern Association of Colleges and Schools Commission on Colleges","1","41","8","2","1","1","0","0","0","0","0","0","0","0",0,1,2,1,5,1304,3615
"Due West","SC","Southern Association of Colleges and Schools Commission on Colleges","3","42","22","12","8","0","0","0","0","0","0","0","0","0",0,3,4,2,5,1942,3938
"Florence","SC","Southern Association of Colleges and Schools Commission on Colleges","2","23","7","1","3","0","1","0","0","0","0","0","0","0",0,2,2,1,5,1916,3187
"Anderson","SC","Accrediting Council for Independent Colleges and Schools","2","13","7","3","1","0","0","0","0","0","0","0","0","0",0,2,2,3,5,1967,4017
"Florence","SC","Southern Association of Colleges and Schools Commission on Colleges","3","23","20","11","13","0","0","0","0","0","0","0","0","0",0,3,4,1,5,1887,3167
"Greenville","SC","Southern Association of Colleges and Schools Commission on Colleges","3","21","21","14","11","0","0","0","0","0","0","0","0","0",0,3,4,2,5,2068,3956
"Greenville","SC","Southern Association of Colleges and Schools Commission on Colleges","2","13","4","2","4","0","0","0","0","0","0","0","0","0",0,2,2,1,5,2052,3931
"Conway","SC","Southern Association of Colleges and Schools Commission on Colleges","2","13","4","2","3","0","0","0","0","0","0","0","0","0",0,2,2,1,5,1544,3116
"North Augusta","SC","National Accrediting Commission of Career Arts and Sciences","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,5,1370,3854
"Columbia","SC","National Accrediting Commission of Career Arts and Sciences","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,5,1726,3617
"Greenwood","SC","Southern Association of Colleges and Schools Commission on Colleges","3","32","22","10","11","0","0","0","0","0","0","0","0","0",0,3,4,1,5,1892,3892
"Gaffney","SC","Southern Association of Colleges and Schools Commission on Colleges","3","31","22","7","10","0","1","0","0","0","0","0","0","0",0,3,4,2,5,2110,3768
"Charleston","SC","Southern Association of Colleges and Schools Commission on Colleges","3","12","25","11","9","0","0","0","0","0","0","0","0","0",0,3,4,1,5,1153,3228
"West Columbia","SC","Southern Association of Colleges and Schools Commission on Colleges","2","21","4","2","4","0","0","0","0","0","0","0","0","0",0,2,2,1,5,1657,3614
"Sumter","SC","Southern Association of Colleges and Schools Commission on Colleges","3","13","22","10","8","1","0","0","0","0","0","0","0","0",0,3,3,2,5,1649,3459
"Newberry","SC","Southern Association of Colleges and Schools Commission on Colleges","3","32","22","10","11","0","0","0","0","0","0","0","0","0",0,3,3,2,5,1933,3759
"Tigerville","SC","Southern Association of Colleges and Schools Commission on Colleges","3","41","20","13","11","0","0","0","0","0","0","0","0","0",0,3,4,2,5,2116,3930
"Orangeburg","SC","Southern Association of Colleges and Schools Commission on Colleges","1","41","8","1","2","0","1","0","0","0","0","0","0","0",0,1,2,1,5,1391,3546
